code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,all_activity_sumclick,after_clicks_sum,before_clicks_sum,forumng_clicks_sum,homepage_clicks_sum,oucontent_clicks_sum,subpage_clicks_sum,url_clicks_sum,resource_clicks_sum,glossary_clicks_sum,dataplus_clicks_sum,oucollaborate_clicks_sum,quiz_clicks_sum,ouelluminate_clicks_sum,sharedsubpage_clicks_sum,questionnaire_clicks_sum,page_clicks_sum,externalquiz_clicks_sum,ouwiki_clicks_sum,dualpane_clicks_sum,repeatactivity_clicks_sum,folder_clicks_sum,htmlactivity_clicks_sum,date_registration,module_presentation_length,CMA_sumScore,TMA_sumScore,Exam_sumScore
1,1,0,7,0,9,0,0,60,0,Withdrawn,18,0,18,2,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,268,0,0,0
1,1,0,6,0,2,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,268,0,0,0
1,1,0,10,0,5,0,0,135,0,Withdrawn,142,115,27,85,45,3,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,38,268,0,78,0
1,1,0,3,0,1,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,268,0,0,0
1,1,0,3,0,1,0,0,120,0,Withdrawn,67,67,0,23,17,0,17,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,268,0,0,0
1,1,0,1,0,2,0,0,60,0,Pass,582,566,16,268,141,19,30,14,23,0,0,0,87,0,0,0,0,0,0,0,0,0,0,101,268,480,407,0
1,1,0,7,0,7,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,268,0,0,0
1,1,0,11,0,5,0,0,60,0,Pass,109,109,0,0,15,9,8,0,3,0,0,0,74,0,0,0,0,0,0,0,0,0,0,74,268,460,426,0
1,1,0,6,0,1,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,268,0,0,0
1,1,1,0,0,2,1,0,60,0,Withdrawn,47,18,29,0,23,0,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,268,0,0,0
1,1,0,5,0,2,0,0,60,0,Pass,364,344,20,6,192,7,34,9,48,0,0,1,67,0,0,0,0,0,0,0,0,0,0,29,268,220,432,0
1,1,0,12,0,0,0,0,60,0,Pass,810,748,62,337,180,43,77,25,45,0,0,1,102,0,0,0,0,0,0,0,0,0,0,164,268,420,432,0
1,1,0,2,0,3,0,0,75,0,Pass,210,210,0,17,53,6,19,13,8,0,0,0,94,0,0,0,0,0,0,0,0,0,0,24,268,300,290,0
1,1,0,2,0,2,0,0,90,0,Pass,2719,2596,123,1326,765,99,228,30,98,9,0,9,155,0,0,0,0,0,0,0,0,0,0,63,268,400,423,0
1,1,0,10,0,0,1,0,60,0,Fail,37,36,1,17,10,0,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,59,268,0,0,0
1,1,0,1,1,8,1,0,60,0,Pass,522,497,25,105,184,16,40,40,35,0,0,0,102,0,0,0,0,0,0,0,0,0,0,29,268,460,396,0
1,1,0,4,0,1,0,0,120,0,Pass,2259,2168,91,1229,646,54,63,31,50,9,0,5,172,0,0,0,0,0,0,0,0,0,0,144,268,500,466,0
1,1,0,5,0,0,1,0,60,0,Fail,6,6,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,268,0,0,0
1,1,1,8,0,8,1,0,60,0,Withdrawn,135,58,77,0,72,1,24,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,268,0,0,0
1,1,0,7,0,9,1,0,60,0,Pass,12969,12627,342,9560,3093,98,44,56,19,1,0,0,98,0,0,0,0,0,0,0,0,0,0,158,268,500,547,0
1,1,0,0,0,1,0,0,60,0,Pass,139,139,0,10,38,13,12,4,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,116,268,380,350,0
1,1,0,4,0,2,0,0,120,0,Withdrawn,114,114,0,22,31,1,12,11,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,109,268,200,188,0
1,1,0,5,0,1,0,0,60,0,Withdrawn,76,19,57,18,19,1,15,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,268,0,90,0
1,1,0,7,0,1,0,0,120,1,Pass,427,355,72,87,137,7,24,58,33,1,0,0,80,0,0,0,0,0,0,0,0,0,0,59,268,460,397,0
1,1,0,11,0,3,0,0,60,0,Withdrawn,328,265,63,56,137,0,24,6,20,2,0,0,83,0,0,0,0,0,0,0,0,0,0,51,268,320,176,0
1,1,0,4,0,3,0,0,60,0,Pass,1554,1493,61,1052,306,7,40,24,35,3,0,6,81,0,0,0,0,0,0,0,0,0,0,154,268,340,308,0
1,1,0,3,0,3,0,0,60,0,Distinction,606,571,35,278,210,8,31,9,16,2,0,1,51,0,0,0,0,0,0,0,0,0,0,74,268,380,491,0
1,1,0,11,1,6,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,268,0,0,0
1,1,0,5,0,1,0,0,120,0,Fail,318,308,10,98,109,6,7,4,5,0,0,0,89,0,0,0,0,0,0,0,0,0,0,148,268,340,375,0
1,1,0,0,0,2,1,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,268,0,0,0
1,1,1,2,0,2,0,0,75,0,Pass,1548,1514,34,513,476,77,193,22,143,1,0,0,123,0,0,0,0,0,0,0,0,0,0,72,268,380,431,0
1,1,0,2,1,6,0,0,60,0,Pass,2401,2330,71,1188,788,63,153,26,101,1,0,3,78,0,0,0,0,0,0,0,0,0,0,35,268,500,476,0
1,1,0,9,0,1,1,0,120,0,Pass,1203,1135,68,643,259,31,96,32,46,0,0,16,80,0,0,0,0,0,0,0,0,0,0,95,268,460,435,0
1,1,0,2,1,5,0,0,60,0,Fail,251,235,16,134,58,2,10,22,7,1,0,0,17,0,0,0,0,0,0,0,0,0,0,8,268,100,232,0
1,1,0,7,0,4,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,268,0,0,0
1,1,0,10,0,3,0,0,90,0,Fail,91,91,0,19,25,1,21,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,268,0,0,0
1,1,0,1,0,3,0,0,120,0,Fail,719,707,12,398,223,5,19,14,11,0,0,0,49,0,0,0,0,0,0,0,0,0,0,149,268,200,123,0
1,1,0,3,0,7,1,0,60,0,Pass,269,269,0,45,62,23,18,6,10,1,0,0,104,0,0,0,0,0,0,0,0,0,0,102,268,480,463,0
1,1,0,11,0,9,0,0,120,0,Withdrawn,738,618,120,315,224,59,36,16,15,1,0,1,71,0,0,0,0,0,0,0,0,0,0,148,268,220,260,0
1,1,0,1,0,5,0,0,60,0,Fail,371,371,0,74,79,47,24,3,17,0,0,0,127,0,0,0,0,0,0,0,0,0,0,149,268,440,384,0
1,1,0,2,0,4,0,0,75,0,Fail,326,314,12,138,78,7,11,0,4,0,0,0,88,0,0,0,0,0,0,0,0,0,0,45,268,460,352,0
1,1,0,10,0,5,1,0,75,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,268,0,0,0
1,1,0,10,0,2,1,0,75,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,268,0,0,0
1,1,0,6,0,2,0,0,60,0,Pass,81,81,0,32,9,0,5,1,2,0,0,4,28,0,0,0,0,0,0,0,0,0,0,107,268,120,403,0
1,1,0,11,1,0,0,0,120,0,Pass,371,336,35,34,164,13,13,73,1,0,0,0,73,0,0,0,0,0,0,0,0,0,0,142,268,460,404,0
1,1,0,6,0,5,0,0,60,0,Fail,305,129,176,206,75,3,13,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,31,268,0,75,0
1,1,0,12,0,7,1,0,60,0,Pass,432,365,67,122,116,20,77,21,33,0,0,0,43,0,0,0,0,0,0,0,0,0,0,148,268,220,271,0
1,1,0,8,0,8,1,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,268,0,0,0
1,1,1,10,0,2,0,0,60,1,Withdrawn,202,177,25,5,71,1,31,10,29,0,0,1,54,0,0,0,0,0,0,0,0,0,0,51,268,200,40,0
1,1,0,3,0,0,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,268,0,0,0
1,1,0,3,0,2,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,268,0,0,0
1,1,0,1,0,5,1,0,60,0,Fail,31,31,0,2,21,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,268,0,56,0
1,1,0,9,0,8,0,0,60,0,Pass,169,157,12,4,48,12,15,6,2,0,0,0,82,0,0,0,0,0,0,0,0,0,0,149,268,500,484,0
1,1,1,10,0,7,0,0,120,0,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,268,0,0,0
1,1,0,5,0,5,0,0,120,0,Withdrawn,289,288,1,157,59,2,10,3,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,102,268,240,225,0
1,1,0,0,0,7,0,0,60,0,Fail,521,495,26,299,58,21,39,11,27,0,0,0,66,0,0,0,0,0,0,0,0,0,0,107,268,500,395,0
1,1,0,11,0,1,0,0,120,0,Fail,44,44,0,20,4,2,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,268,0,246,0
1,1,0,9,0,7,1,0,60,0,Withdrawn,148,148,0,45,32,1,23,4,11,0,0,2,30,0,0,0,0,0,0,0,0,0,0,49,268,180,140,0
1,1,0,10,0,8,0,0,60,0,Fail,336,277,59,158,75,2,24,8,16,7,0,0,46,0,0,0,0,0,0,0,0,0,0,44,268,240,343,0
1,1,1,10,0,9,0,0,120,0,Pass,1477,1270,207,936,397,13,38,14,12,0,0,0,67,0,0,0,0,0,0,0,0,0,0,46,268,480,525,0
1,1,0,0,0,8,0,0,120,0,Distinction,843,715,128,340,249,10,45,15,93,2,0,0,89,0,0,0,0,0,0,0,0,0,0,42,268,500,529,0
1,1,0,2,0,0,0,0,60,0,Pass,471,458,13,199,151,11,29,16,21,5,0,0,39,0,0,0,0,0,0,0,0,0,0,90,268,260,350,0
1,1,0,10,0,5,1,0,75,0,Pass,1697,1697,0,933,434,40,49,113,36,8,0,2,82,0,0,0,0,0,0,0,0,0,0,53,268,440,413,0
1,1,0,3,0,2,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,268,0,0,0
1,1,0,10,0,6,0,0,60,0,Pass,118,118,0,20,39,21,13,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,28,268,60,442,0
1,1,0,11,0,2,0,0,60,0,Fail,5,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,268,0,0,0
1,1,0,12,0,7,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,268,0,0,0
1,1,0,12,1,3,1,0,60,0,Pass,990,964,26,558,191,14,79,14,63,0,0,0,71,0,0,0,0,0,0,0,0,0,0,117,268,420,408,0
1,1,1,3,1,2,1,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,268,0,0,0
1,1,0,12,0,4,1,0,60,0,Pass,1738,1726,12,1041,398,76,60,13,45,1,0,0,104,0,0,0,0,0,0,0,0,0,0,117,268,500,439,0
1,1,0,6,0,9,1,0,60,0,Pass,1224,1159,65,598,318,44,73,41,59,1,0,1,89,0,0,0,0,0,0,0,0,0,0,28,268,460,434,0
1,1,0,1,0,8,0,0,60,0,Pass,511,511,0,189,141,37,42,17,9,0,0,0,76,0,0,0,0,0,0,0,0,0,0,109,268,440,461,0
1,1,0,5,0,0,0,0,120,0,Fail,2569,2494,75,1564,914,16,22,11,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,144,268,100,133,0
1,1,0,4,0,0,0,0,60,0,Pass,242,242,0,26,50,11,36,10,20,1,0,2,86,0,0,0,0,0,0,0,0,0,0,29,268,340,315,0
1,1,0,3,0,4,1,0,60,0,Pass,795,783,12,262,238,12,100,50,70,1,0,1,61,0,0,0,0,0,0,0,0,0,0,15,268,360,509,0
1,1,0,3,1,2,0,0,60,1,Withdrawn,16,11,5,0,6,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,268,0,0,0
1,1,1,10,0,0,1,0,60,0,Fail,87,87,0,0,10,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,38,268,280,378,0
1,1,0,5,0,3,0,0,60,1,Pass,306,300,6,98,85,7,23,7,21,0,0,0,65,0,0,0,0,0,0,0,0,0,0,146,268,420,381,0
1,1,0,7,0,6,1,0,60,0,Pass,361,358,3,153,82,13,23,9,11,0,0,0,70,0,0,0,0,0,0,0,0,0,0,19,268,420,379,0
1,1,0,10,1,2,1,0,180,0,Distinction,1355,1264,91,466,585,22,97,33,65,1,0,0,86,0,0,0,0,0,0,0,0,0,0,8,268,400,535,0
1,1,0,9,0,5,0,0,120,0,Withdrawn,6,0,6,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,268,0,0,0
1,1,0,0,0,8,0,0,60,0,Pass,539,508,31,182,140,3,28,12,22,0,0,0,152,0,0,0,0,0,0,0,0,0,0,99,268,400,360,0
1,1,1,10,0,0,0,0,60,1,Fail,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,268,0,0,0
1,1,0,8,0,6,0,0,60,1,Pass,217,199,18,54,51,16,18,10,11,2,0,0,55,0,0,0,0,0,0,0,0,0,0,142,268,300,370,0
1,1,0,6,0,6,1,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,268,0,0,0
1,1,0,1,0,4,0,0,60,0,Pass,843,758,85,483,166,14,49,12,24,4,0,0,91,0,0,0,0,0,0,0,0,0,0,144,268,420,372,0
1,1,0,12,1,8,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,268,0,0,0
1,1,0,1,0,3,1,0,60,0,Fail,454,452,2,73,125,41,20,22,23,2,0,0,148,0,0,0,0,0,0,0,0,0,0,32,268,400,173,0
1,1,0,6,0,4,0,0,120,0,Fail,550,319,231,229,123,14,52,16,32,1,0,2,80,0,1,0,0,0,0,0,0,0,0,138,268,340,462,0
1,1,0,0,0,0,0,0,60,0,Withdrawn,384,330,54,64,127,8,28,6,34,0,0,0,117,0,0,0,0,0,0,0,0,0,0,138,268,460,339,0
1,1,1,9,0,3,0,0,60,0,Distinction,930,884,46,446,214,65,50,26,28,2,0,1,98,0,0,0,0,0,0,0,0,0,0,129,268,500,516,0
1,1,0,3,0,0,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,268,0,0,0
1,1,0,3,0,0,0,0,60,0,Pass,330,318,12,107,86,17,22,24,12,0,0,0,61,0,1,0,0,0,0,0,0,0,0,144,268,300,443,0
1,1,0,0,0,3,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,268,0,0,0
1,1,0,7,0,2,0,0,120,1,Fail,441,394,47,129,166,26,36,14,28,0,0,0,42,0,0,0,0,0,0,0,0,0,0,143,268,200,382,0
1,1,0,8,0,5,0,0,60,0,Withdrawn,226,220,6,129,62,0,6,4,7,1,0,1,16,0,0,0,0,0,0,0,0,0,0,96,268,100,149,0
1,1,0,8,0,7,0,0,120,0,Fail,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,268,0,0,0
1,1,0,3,0,2,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,268,0,0,0
1,1,0,12,0,9,0,0,60,0,Fail,25,25,0,0,8,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,268,0,0,0
1,1,1,0,1,7,1,0,90,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,268,0,0,0
1,1,0,6,1,8,1,0,60,0,Pass,3567,3326,241,2349,616,147,195,58,73,16,0,1,111,0,1,0,0,0,0,0,0,0,0,130,268,500,478,0
1,1,0,7,0,4,0,0,120,0,Pass,413,390,23,28,193,23,25,14,32,0,0,0,98,0,0,0,0,0,0,0,0,0,0,144,268,480,369,0
1,1,1,8,0,9,1,0,120,0,Pass,617,558,59,30,208,7,137,65,117,0,0,0,53,0,0,0,0,0,0,0,0,0,0,121,268,260,367,0
1,1,0,5,0,0,0,0,60,0,Fail,49,48,1,0,5,6,22,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,268,0,0,0
1,1,0,11,0,7,0,0,60,0,Fail,196,196,0,106,51,1,12,17,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,143,268,0,67,0
1,1,0,0,0,4,0,0,90,0,Pass,1256,1180,76,649,442,12,30,9,18,0,0,0,96,0,0,0,0,0,0,0,0,0,0,127,268,440,547,0
1,1,0,1,0,5,0,0,90,0,Pass,1154,1032,122,692,249,42,42,19,28,1,0,0,81,0,0,0,0,0,0,0,0,0,0,87,268,500,394,0
1,1,0,0,0,5,1,0,60,0,Pass,345,296,49,46,113,37,50,16,19,0,0,0,64,0,0,0,0,0,0,0,0,0,0,43,268,400,517,0
1,1,0,0,0,2,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,268,0,0,0
1,1,1,5,0,5,1,0,180,0,Pass,1412,1342,70,631,410,133,85,23,27,0,0,0,103,0,0,0,0,0,0,0,0,0,0,120,268,500,403,0
1,1,0,3,0,0,1,0,60,0,Pass,285,285,0,23,63,43,34,4,17,0,0,1,100,0,0,0,0,0,0,0,0,0,0,46,268,380,361,0
1,1,0,1,0,7,1,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,268,0,0,0
1,1,0,1,0,8,0,0,60,0,Distinction,499,473,26,72,231,9,37,44,40,0,0,0,66,0,0,0,0,0,0,0,0,0,0,121,268,420,552,0
1,1,1,6,0,7,1,0,60,0,Fail,178,178,0,1,47,20,19,1,6,0,0,0,84,0,0,0,0,0,0,0,0,0,0,72,268,320,317,0
1,1,0,9,0,0,1,0,120,0,Pass,993,981,12,482,263,15,63,29,32,1,0,2,106,0,0,0,0,0,0,0,0,0,0,83,268,340,260,0
1,1,0,12,0,2,0,0,60,0,Pass,306,289,17,49,42,57,45,15,25,0,0,0,73,0,0,0,0,0,0,0,0,0,0,42,268,440,445,0
1,1,0,8,0,9,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,268,0,0,0
1,1,0,11,0,1,0,0,60,0,Fail,83,83,0,71,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,114,268,0,59,0
1,1,0,10,0,3,0,0,60,0,Withdrawn,1021,995,26,445,257,3,70,37,59,0,0,0,150,0,0,0,0,0,0,0,0,0,0,66,268,360,186,0
1,1,0,11,0,2,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,268,0,0,0
1,1,0,0,0,3,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,268,0,0,0
1,1,0,1,0,6,1,0,60,0,Fail,119,119,0,14,29,8,10,1,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,120,268,340,365,0
1,1,0,3,0,3,1,0,120,1,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,268,0,0,0
1,1,0,2,0,0,0,0,60,0,Pass,107,107,0,0,37,1,17,6,8,0,0,0,38,0,0,0,0,0,0,0,0,0,0,95,268,140,288,0
1,1,0,5,0,0,1,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,268,0,0,0
1,1,0,1,0,0,0,0,120,0,Fail,133,133,0,46,36,5,2,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,79,268,220,276,0
1,1,0,8,0,3,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,268,0,0,0
1,1,1,10,0,3,0,0,60,0,Withdrawn,142,142,0,63,38,0,0,2,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,81,268,160,122,0
1,1,0,0,0,1,0,0,120,0,Withdrawn,409,222,187,193,157,0,30,11,13,2,0,0,3,0,0,0,0,0,0,0,0,0,0,135,268,0,85,0
1,1,0,9,0,7,1,0,120,0,Pass,979,669,310,511,200,54,85,19,35,12,0,0,63,0,0,0,0,0,0,0,0,0,0,135,268,380,509,0
1,1,1,7,0,9,0,0,60,0,Pass,374,319,55,68,135,35,34,18,21,1,0,0,62,0,0,0,0,0,0,0,0,0,0,120,268,500,473,0
1,1,0,11,0,0,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,268,0,0,0
1,1,0,4,0,1,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,268,0,0,0
1,1,0,3,0,4,1,0,60,0,Fail,17,17,0,0,11,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,268,0,150,0
1,1,1,11,0,2,0,0,60,0,Pass,593,593,0,63,249,30,69,10,57,0,0,1,114,0,0,0,0,0,0,0,0,0,0,135,268,440,438,0
1,1,0,7,0,6,0,0,60,0,Distinction,512,417,95,130,147,6,44,13,42,0,0,0,130,0,0,0,0,0,0,0,0,0,0,135,268,440,527,0
1,1,0,8,0,9,0,0,120,0,Pass,429,359,70,116,127,30,40,20,19,0,0,0,77,0,0,0,0,0,0,0,0,0,0,102,268,480,448,0
1,1,0,3,0,3,0,0,120,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,268,0,0,0
1,1,0,0,0,7,1,0,60,0,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,268,0,0,0
1,1,0,6,0,4,1,0,60,0,Pass,217,198,19,11,38,21,29,3,62,0,0,0,53,0,0,0,0,0,0,0,0,0,0,28,268,360,318,0
1,1,0,7,0,2,1,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,268,0,0,0
1,1,0,11,0,4,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,268,0,0,0
1,1,0,10,0,5,0,0,60,0,Pass,384,370,14,99,125,20,33,26,24,0,0,0,57,0,0,0,0,0,0,0,0,0,0,102,268,400,466,0
1,1,0,6,1,8,1,0,60,0,Pass,680,661,19,383,114,41,38,7,20,5,0,5,67,0,0,0,0,0,0,0,0,0,0,124,268,420,440,0
1,1,0,11,0,0,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,268,0,0,0
1,1,1,0,0,2,1,0,120,0,Pass,111,111,0,0,17,20,2,0,1,0,0,0,71,0,0,0,0,0,0,0,0,0,0,80,268,400,358,0
1,1,1,8,0,9,0,0,60,0,Pass,136,109,27,7,29,7,14,11,13,0,0,0,55,0,0,0,0,0,0,0,0,0,0,53,268,400,310,0
1,1,0,7,0,5,1,0,60,0,Pass,11619,11326,293,9279,1711,109,151,109,123,1,0,1,135,0,0,0,0,0,0,0,0,0,0,89,268,500,464,0
1,1,0,1,0,2,0,0,60,1,Withdrawn,99,81,18,20,29,1,21,15,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,66,268,0,0,0
1,1,0,1,0,3,0,0,60,0,Pass,1188,1029,159,340,415,23,150,65,92,1,0,0,102,0,0,0,0,0,0,0,0,0,0,125,268,460,411,0
1,1,0,7,1,5,1,0,120,0,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,268,0,0,0
1,1,0,7,0,0,0,0,120,0,Fail,101,101,0,1,27,1,15,4,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,132,268,240,210,0
1,1,0,9,0,1,0,0,60,1,Fail,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,268,0,0,0
1,1,0,1,0,1,0,0,60,1,Fail,89,68,21,25,18,1,9,2,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,129,268,180,195,0
1,1,0,10,0,0,0,0,60,0,Fail,160,126,34,20,29,0,49,5,36,0,0,0,21,0,0,0,0,0,0,0,0,0,0,36,268,100,104,0
1,1,0,9,0,7,0,0,60,0,Pass,119,111,8,7,36,4,2,15,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,60,268,260,335,0
1,1,0,1,0,3,0,0,60,0,Fail,303,287,16,3,119,1,48,33,41,0,0,0,58,0,0,0,0,0,0,0,0,0,0,121,268,280,249,0
1,1,0,1,0,6,0,0,120,0,Fail,166,161,5,13,49,5,11,5,8,0,0,0,75,0,0,0,0,0,0,0,0,0,0,129,268,460,357,0
1,1,0,5,0,0,0,0,120,0,Pass,2386,2252,134,463,792,55,432,65,384,1,0,0,194,0,0,0,0,0,0,0,0,0,0,128,268,380,439,0
1,1,0,8,0,8,0,0,60,0,Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,268,0,0,0
1,1,0,9,0,2,0,0,90,0,Withdrawn,122,90,32,33,54,4,15,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,268,0,75,0
1,1,0,2,1,5,0,0,60,0,Pass,1034,1029,5,753,161,6,6,8,1,3,0,0,96,0,0,0,0,0,0,0,0,0,0,38,268,420,385,0
1,1,0,3,0,8,0,0,60,0,Pass,314,314,0,84,60,0,52,25,21,1,0,0,71,0,0,0,0,0,0,0,0,0,0,94,268,500,324,0
1,1,0,8,1,8,0,0,60,0,Withdrawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,268,0,0,0
1,1,0,9,0,4,0,0,120,0,Fail,76,73,3,48,15,1,3,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,51,268,0,72,0
1,1,0,7,0,4,1,0,60,0,Withdrawn,2573,2013,560,1970,225,12,102,38,192,2,0,0,28,0,4,0,0,0,0,0,0,0,0,79,268,100,90,0
1,1,0,8,0,5,0,0,120,1,Pass,1579,1233,346,821,346,29,113,46,44,8,0,0,172,0,0,0,0,0,0,0,0,0,0,128,268,440,430,0
